id,product_name,category,manufacturer,net_quantity,mrp,mfg_date,consumer_care,country_of_origin,compliance_status,violations,scanned_timestamp,ocr_confidence
LMC-01347,Salted Crackers 200 g,Biscuits & Cookies,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 g,Rs. 317.00 (Incl. of all taxes),06/2026,Email: care@ananya.com | Ph: 1800-402-7056,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-13 11:34:36,95%
LMC-01348,Blended Edible Vegetable Oil 5 L,Edible Oils,"Ananya Consumer Goods Ltd, Gurugram",5 ltr,Rs. 120.00 (Incl. of all taxes),07/2026,Email: care@ananya.com | Ph: 1800-543-7406,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'); Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city),2026-07-28 19:02:36,69%
LMC-01349,Virgin Cold Pressed Coconut Oil 250 ml,Edible Oils,Not Declared,250 ml,Not Declared,02/2026,Email: care@navrang.com | Ph: 1800-150-9821,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-27 15:39:36,93%
LMC-01350,Kasuri Methi 100 g,Spices & Condiments,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",100 g,Rs. 606.00 (Incl. of all taxes),08/2026,Email: care@pristine.com | Ph: 1800-956-8172,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-16 08:02:36,92%
LMC-01351,Instant Masala Noodles 400 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Not Declared,Not Declared,Email: care@ananya.com | Ph: 1800-927-1092,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-08-10 07:17:36,92%
LMC-01352,Refined Sunflower Cooking Oil 1 L,Edible Oils,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",1 L,Rs. 259.00 (Incl. of all taxes),05/2026,Email: care@navrang.com | Ph: 1800-177-3759,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-12 11:15:36,92%
LMC-01353,Crunchy Moong Dal Namkeen 250 g,Snacks & Namkeen,Not Declared,250 g,Rs. 656.00 (Incl. of all taxes),04/2026,Email: care@vedic.com | Ph: 1800-524-5771,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-09-02 15:43:36,93%
LMC-01354,Instant Masala Noodles 500 g,Ready-to-Eat,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",500 g,Rs. 529.00 (Incl. of all taxes),04/2026,Email: care@surya.com | Ph: 1800-425-1319,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'),2026-08-22 09:14:36,74%
LMC-01355,Whole Cumin Jeera Seeds 400 g,Spices & Condiments,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",400 g,Rs. 383.00 (Incl. of all taxes),08/2026,Email: care@vedic.com | Ph: 1800-227-2317,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-24 21:07:36,96%
LMC-01356,Pure Malai Paneer 500 g,Dairy Products,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",500 g,Rs. 636.00 (Incl. of all taxes),04/2026,Email: care@godavari.com | Ph: 1800-854-9417,Imported (Origin: Sri Lanka),COMPLIANT,None (Fully Compliant with Rule 6),2026-08-29 13:08:36,94%
LMC-01357,Whole Cumin Jeera Seeds 400 g,Spices & Condiments,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Rs. 241.00 (Incl. of all taxes),02/2026,Email: care@ananya.com | Ph: 1800-686-1072,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-08 16:13:36,91%
LMC-01358,Sterilized Flavoured Milk 200 g,Dairy Products,Not Declared,200 g,Rs. 173.00 (Incl. of all taxes),08/2026,Email: care@navrang.com | Ph: 1800-157-2040,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-19 11:08:36,77%
LMC-01359,Almond Cashew Shortbread 100 g,Biscuits & Cookies,Not Declared,100 g,Rs. 122.00 (Incl. of all taxes),01/2026,Email: care@surya.com | Ph: 1800-807-1224,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-24 15:55:36,79%
LMC-01360,Rava Upma Breakfast Mix 750 g,Ready-to-Eat,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",750 g,Rs. 526.00 (Incl. of all taxes),05/2026,Email: care@surya.com | Ph: 1800-544-5989,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-25 07:45:36,92%
LMC-01361,Sterilized Flavoured Milk 250 g,Dairy Products,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",250 g,Rs. 684.00 (Incl. of all taxes),04/2026,Email: care@pristine.com | Ph: 1800-796-8452,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-11 19:08:36,95%
LMC-01362,Roasted Salted Makhana 50 g,Snacks & Namkeen,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",50 g,Rs. 682.00 (Incl. of all taxes),04/2026,Email: care@navrang.com | Ph: 1800-326-2102,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-11 18:24:36,95%
LMC-01363,Dal Makhani Heat & Eat Meal 500 g,Ready-to-Eat,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",500 g,Rs. 347.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-918-8270,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-22 07:45:36,93%
LMC-01364,Dark Silk Chocolate Bar 200 g,Chocolates & Confectionery,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",Not Declared,Not Declared,07/2026,Email: care@kaveri.com | Ph: 1800-837-8803,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(c): Net quantity declaration absent,2026-07-12 08:47:36,96%
LMC-01365,Pure Malai Paneer 50 g,Dairy Products,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",50 g,Rs. 775.00 (Incl. of all taxes),06/2026,Email: care@ananya.com | Ph: 1800-373-3517,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-27 17:08:36,91%
LMC-01366,Premium Assam CTC Tea 750 g,Tea & Coffee,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",750 g,Rs. 88.00 (Incl. of all taxes),04/2026,Email: care@himalayan.com | Ph: 1800-414-6579,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-24 09:08:36,98%
LMC-01367,Spicy Aloo Bhujia 100 g,Snacks & Namkeen,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",100 gms,Rs. 315.00 (Incl. of all taxes),04/2026,Email: care@navrang.com | Ph: 1800-534-5732,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-07-09 06:11:36,68%
LMC-01368,Gulab Jamun Instant Mix 50 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",50 g,Rs. 618.00 (Incl. of all taxes),04/2026,Email: care@ananya.com | Ph: 1800-199-3652,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-24 13:24:36,98%
LMC-01369,Organic Besan Gram Flour 1 kg,Atta & Flours,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",1 kg,Rs. 467.00 (Incl. of all taxes),08/2026,Email: care@vedic.com | Ph: 1800-541-5337,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-06 09:45:36,92%
LMC-01370,Fruit Jelly Chews Pouch 400 g,Chocolates & Confectionery,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",400 g,Rs. 638.00 (Incl. of all taxes),01/2026,Email: care@surya.com | Ph: 1800-781-2256,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-03 15:50:36,92%
LMC-01371,Pure Malai Paneer 750 g,Dairy Products,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",750 g,Rs. 932.00 (Incl. of all taxes),05/2026,Email: care@vedic.com | Ph: 1800-321-9054,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-28 10:54:36,91%
LMC-01372,Mint Peppermint Lozenges 100 g,Chocolates & Confectionery,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",100 g,Rs. 880.00 (Incl. of all taxes),03/2026,Email: care@himalayan.com | Ph: 1800-641-4482,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-28 17:26:36,99%
LMC-01373,Instant Chicory Coffee Powder 250 g,Tea & Coffee,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",250 g,Rs. 337.00 (Incl. of all taxes),03/2026,Email: care@godavari.com | Ph: 1800-146-1455,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-01 15:02:36,92%
LMC-01374,Green Tea Lemon Honey Bags 100 g,Tea & Coffee,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",100 g,Rs. 471.00 (Incl. of all taxes),03/2026,Email: care@himalayan.com | Ph: 1800-823-9411,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-02 09:44:36,90%
LMC-01375,Mint Peppermint Lozenges 750 g,Chocolates & Confectionery,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",750 g,Rs. 444.00 (Incl. of all taxes),08/2026,Email: care@vedic.com | Ph: 1800-829-9623,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'),2026-09-01 13:39:36,64%
LMC-01376,Pure Malai Paneer 750 g,Dairy Products,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",750 g,Rs. 503.00 (Incl. of all taxes),07/2026,Email: care@ananya.com | Ph: 1800-731-8660,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-06 06:32:36,99%
LMC-01377,Digestive High Fibre Biscuits 50 g,Biscuits & Cookies,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",50 g,Rs. 107.00 (Incl. of all taxes),03/2026,Email: care@ananya.com | Ph: 1800-503-1324,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-06 18:16:36,90%
LMC-01378,Sterilized Flavoured Milk 100 g,Dairy Products,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",100 g,Rs. 895.00 (Incl. of all taxes),07/2026,Email: care@ananya.com | Ph: 1800-166-2266,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-17 08:47:36,95%
LMC-01379,Coriander Dhania Powder 250 g,Spices & Condiments,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",Not Declared,Rs. 827.00 (Incl. of all taxes),07/2026,Email: care@godavari.com | Ph: 1800-723-8870,India,NON-COMPLIANT,Rule 6(1)(c): Net quantity declaration absent,2026-08-04 00:47:36,79%
LMC-01380,Roasted Salted Makhana 200 g,Snacks & Namkeen,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",200 g,Rs. 771.00 (Incl. of all taxes),03/2026,Email: care@surya.com | Ph: 1800-453-1778,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-03 03:36:36,99%
LMC-01381,100% Valencia Orange Juice 750 ml,Beverages & Juices,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",750 ml,Rs. 443.00 (Incl. of all taxes),07/2026,Email: care@godavari.com | Ph: 1800-705-6749,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-31 23:17:36,94%
LMC-01382,Marie Crisp Tea Biscuits 750 g,Biscuits & Cookies,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",750 g,Rs. 204.00,03/2026,Email: care@surya.com | Ph: 1800-121-6217,Not Declared,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP; Rule 6(1)(n): Missing Country of Origin declaration,2026-08-07 20:42:36,78%
LMC-01383,Marie Crisp Tea Biscuits 200 g,Biscuits & Cookies,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",200 g,Rs. 623.00 (Incl. of all taxes),08/2026,Email: care@surya.com | Ph: 1800-251-8520,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-20 04:06:36,91%
LMC-01384,Instant Chicory Coffee Powder 100 g,Tea & Coffee,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",100 g,Rs. 492.00 (Incl. of all taxes),03/2026,Email: care@navrang.com | Ph: 1800-315-5933,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-29 03:54:36,93%
LMC-01385,Choco Chip Delight Cookies 50 g,Biscuits & Cookies,"Kaveri Spices & Naturals, Idukki",50 g,Rs. 747.00 (Incl. of all taxes),06/2026,Email: care@kaveri.com | Ph: 1800-431-2537,India,NEEDS REVIEW,Rule 7: Font size / unit symbol ambiguous or truncated under OCR; Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city),2026-08-06 20:35:36,65%
LMC-01386,Sparkling Apple Cider Drink 1 L,Beverages & Juices,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",1 L,Rs. 496.00 (Incl. of all taxes),06/2026,Email: care@vedic.com | Ph: 1800-155-5514,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-03 22:57:36,99%
LMC-01387,Dal Makhani Heat & Eat Meal 750 g,Ready-to-Eat,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",750 g,Rs. 595.00 (Incl. of all taxes),07/2026,Email: care@godavari.com | Ph: 1800-990-7098,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-28 19:00:36,93%
LMC-01388,Tender Coconut Water Drink 1 L,Beverages & Juices,Not Declared,1 L,Rs. 117.00 (Incl. of all taxes),Not Declared,Email: care@himalayan.com | Ph: 1800-201-4147,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing; Rule 6(1)(d): Month and year of manufacture/packing missing,2026-07-11 15:44:36,93%
LMC-01389,Lemon Iced Tea Concentrate 500 ml,Beverages & Juices,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",500 ml,Rs. 178.00 (Incl. of all taxes),06/2026,Email: care@surya.com | Ph: 1800-935-4415,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-17 05:23:36,98%
LMC-01390,Rava Upma Breakfast Mix 400 g,Ready-to-Eat,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",400 g,Rs. 678.00 (Incl. of all taxes),04/2026,Email: care@navrang.com | Ph: 1800-589-4464,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-27 11:53:36,95%
LMC-01391,Mint Peppermint Lozenges 50 g,Chocolates & Confectionery,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",50 g,Rs. 794.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-642-2155,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-02 19:17:36,91%
LMC-01392,Crispy Butter Cookies 50 g,Biscuits & Cookies,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",50 g,Rs. 420.00 (Incl. of all taxes),04/2026,Email: care@navrang.com | Ph: 1800-412-8406,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-25 08:30:36,94%
LMC-01393,Instant Masala Noodles 100 g,Ready-to-Eat,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",100 g,Rs. 184.00 (Incl. of all taxes),08/2026,Email: care@himalayan.com | Ph: 1800-667-8073,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-14 11:32:36,98%
LMC-01394,Crispy Butter Cookies 50 g,Biscuits & Cookies,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",50 g,Rs. 516.00 (Incl. of all taxes),06/2026,Email: care@navrang.com | Ph: 1800-180-4250,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-12 17:28:36,96%
LMC-01395,Mint Peppermint Lozenges 400 g,Chocolates & Confectionery,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",Not Declared,Rs. 863.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-551-9018,Not Declared,NON-COMPLIANT,Rule 6(1)(c): Net quantity declaration absent; Rule 6(1)(n): Missing Country of Origin declaration,2026-08-23 09:00:36,83%
LMC-01396,Pure Malai Paneer 250 g,Dairy Products,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",250 g,Rs. 616.00 (Incl. of all taxes),03/2026,Email: care@navrang.com | Ph: 1800-744-3424,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-30 22:03:36,90%
LMC-01397,Refined Sunflower Cooking Oil 750 ml,Edible Oils,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",750 ml,Rs. 758.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-747-4927,India,NEEDS REVIEW,Rule 7: Font size / unit symbol ambiguous or truncated under OCR,2026-08-17 01:08:36,71%
LMC-01398,Bourbon Chocolate Cream Biscuits 500 g,Biscuits & Cookies,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",500 gms,Rs. 819.00 (Incl. of all taxes),06/2026,Helpline: 1800-462-8759 (Email missing),India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'); Rule 6(1)(e): Missing consumer care email address,2026-07-21 01:24:36,65%
LMC-01399,Instant Masala Noodles 200 g,Ready-to-Eat,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",200 g,Rs. 321.00 (Incl. of all taxes),01/2026,Email: care@godavari.com | Ph: 1800-759-5446,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-28 11:58:36,94%
LMC-01400,Masala Potato Wafers 100 g,Snacks & Namkeen,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",100 g,Rs. 258.00 (Incl. of all taxes),07/2026,Email: care@kaveri.com | Ph: 1800-199-1020,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-22 11:57:36,90%
LMC-01401,Multigrain Fibre Atta 2 kg,Atta & Flours,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",2 kg,Rs. 67.00 (Incl. of all taxes),Not Declared,Not Declared,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-07-05 06:46:36,79%
LMC-01402,Roasted Almond Milk Bar 400 g,Chocolates & Confectionery,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",400 g,Rs. 142.00 (Incl. of all taxes),01/2026,Email: care@surya.com | Ph: 1800-942-1168,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-18 06:41:36,99%
LMC-01403,Fruit Jelly Chews Pouch 750 g,Chocolates & Confectionery,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",750 g,Rs. 565.00 (Incl. of all taxes),03/2026,Email: care@kaveri.com | Ph: 1800-918-8495,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-11 19:27:36,94%
LMC-01404,Cold Pressed Mustard Oil 5 L,Edible Oils,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",5 L,Rs. 684.00 (Incl. of all taxes),04/2026,Email: care@vedic.com | Ph: 1800-734-2845,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-30 01:42:36,91%
LMC-01405,Kasuri Methi 500 g,Spices & Condiments,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",500 g,Rs. 434.00 (Incl. of all taxes),08/2026,Email: care@kaveri.com | Ph: 1800-669-2164,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-13 08:51:36,91%
LMC-01406,Coriander Dhania Powder 100 g,Spices & Condiments,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",100 g,Rs. 838.00 (Incl. of all taxes),05/2026,Email: care@pristine.com | Ph: 1800-129-4373,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-28 04:30:36,97%
LMC-01407,Roasted Salted Makhana 50 g,Snacks & Namkeen,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",50 g,Rs. 475.00 (Incl. of all taxes),02/2026,Email: care@navrang.com | Ph: 1800-228-2956,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-19 01:56:36,97%
LMC-01408,Pure Malai Paneer 500 g,Dairy Products,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",500 g,Rs. 75.00 (Incl. of all taxes),06/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-21 08:35:36,90%
LMC-01409,Pure Sesame Gingelly Oil 200 ml,Edible Oils,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 ml,Rs. 129.00 (Incl. of all taxes),04/2026,Email: care@ananya.com | Ph: 1800-795-1203,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-05 13:01:36,98%
LMC-01410,Crunchy Moong Dal Namkeen 500 g,Snacks & Namkeen,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",Not Declared,Rs. 710.00 (Incl. of all taxes),Not Declared,Email: care@navrang.com | Ph: 1800-127-6767,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(c): Net quantity declaration absent,2026-07-28 04:35:36,87%
LMC-01411,Crispy Butter Cookies 400 g,Biscuits & Cookies,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",400 g,Rs. 471.00 (Incl. of all taxes),03/2026,Email: care@vedic.com | Ph: 1800-804-8797,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-07 13:33:36,90%
